price,año_lanzamiento,developer,item_id
4.99,2017,Cogg Games Ltd,413040
4.99,2017,Bohemia Interactive,594550
7.99,2017,ZAR 21,569810
9.99,2017,Mutated Software,414760
19.99,2017,"Filip Dusek, Empty Keys",563390
9.99,2017,Exozet Games,595160
4.99,2017,"Second Dimension R&amp;T, LLC",604900
3.99,2017,EasyWays Team,602890
6.99,2017,Relentless Game Studios,600550
4.99,2017,Alexander Byzov,574280
9.99,2017,bumblebee,563270
39.99,2017,CyberLink,501600
9.99,2017,Blam! Games,604340
9.99,2017,Incendium LLC,587920
0.0,2017,Subvert Games,598390
3.99,2017,Sumo Digital Ltd,565820
4.99,2017,Little Big Lee,569970
5.99,2016,magicdweedoo,564810
5.99,2017,Revolution Software Ltd,565830
4.99,2017,rocketship,433900
3.99,2017,Narrator,605030
6.99,2017,Warfare Studios,602790
12.99,2017,magnussoft,537170
3.99,2017,Arcane Raise,604601
3.99,2017,Arcane Raise,604602
0.99,2017,Arcane Raise,604090
9.99,2017,Eipix Entertainment,600170
2.99,2017,Magic Pixel Kft.,605430
14.99,2017,Matt Dabrowski,512900
3.99,2017,Arcane Raise,604600
4.99,2017,Craig Barnes,594700
8.99,2017,Sebastian Groll,593850
0.99,2017,DarkShot Studios,604480
1.99,2017,Rooster Teeth Games,580831
1.99,2017,Rooster Teeth Games,580833
1.99,2017,Rooster Teeth Games,580832
2.99,2017,Stanislaw Truchowski,603810
3.99,2017,致意,593200
4.99,2012,Gamepires,596620
24.99,2017,Gloomywood,435100
1.99,2017,"Rostrum Studio,YUKIri",602780
7.99,2017,Gloomywood,579740
5.99,2017,SoundStage13,576110
5.99,2017,Bryan Gale,519070
2.99,2017,Sidi Games,596370
6.99,2017,Maulidan Games,568780
0.99,2017,Vlad K.,579690
1.99,2017,ThankCreate Studio,604450
19.99,2017,Fishing Planet LLC,591970
3.99,2017,BurstRay Games,446610
0.99,2017,bogdanehi,603570
0.99,2017,"bogdanehi,EHTechnology",604810
9.99,2017,"Nebuch,Arligan",605020
19.99,2017,Just Flight,536578
14.99,2017,"Castle Pixel, LLC.",446810
1.99,2017,putilin_industries,604570
10.99,2017,Bossman Games,513110
0.0,2017,Deathink,577390
5.99,2017,DarkPolygon Games,579870
8.99,2017,Anawiki Games,598610
0.0,2017,Class of 2015-2016,542870
9.99,2017,World-Loom,574270
1.99,2017,Rooster Teeth Games,580830
2.99,2017,Freedomize Studio,603190
19.99,2017,BitCake Studio,605690
1.99,2017,DarkShot Studios,603220
9.99,2017,Rodz,605040
4.99,2016,Storycentric Worlds,597120
0.99,2017,MadLab Games,605410
0.0,2017,Osky Studios,600410
12.99,2017,Dambuster Studios,500272
2.99,2017,QuickSave,603090
49.99,2017,FeelThere,588190
4.99,2017,Bossman Games,513095
4.99,2017,Armstrong Powerhouse,513094
14.99,2017,Toposim,556226
9.99,2017,Hucast Games,577910
14.99,2017,Toposim,556229
0.0,2017,Fatshark,463792
0.0,2017,Abrakam SA,397060
34.99,2017,Abrakam SA,574570
5.99,2017,Tuttifrutti Interactive,601530
9.99,1997,Toontraxx Studios,602290
1.99,2017,Growing Grass Studio,593410
4.99,2017,"Elias Viglione,Jussi Kukkonen",595940
29.99,2017,"Icebird Studios,Aesir Interactive",338640
1.99,2017,Just1337 Studio,586970
24.99,2017,MeshTools,448186
4.99,2017,"SmiteWorks USA, LLC",587270
4.99,2017,"SmiteWorks USA, LLC",604360
4.99,2017,"SmiteWorks USA, LLC",604310
4.99,2017,"SmiteWorks USA, LLC",604350
0.0,2017,"KOEI TECMO GAMES CO., LTD.",573540
4.99,2017,"SmiteWorks USA, LLC",605590
4.99,2017,"SmiteWorks USA, LLC",604730
4.99,2017,"SmiteWorks USA, LLC",604870
0.0,2017,"KOEI TECMO GAMES CO., LTD.",573546
4.99,2017,"SmiteWorks USA, LLC",604860
3.99,2017,"SmiteWorks USA, LLC",602820
6.99,2017,"SmiteWorks USA, LLC",602400
3.99,2017,"SmiteWorks USA, LLC",603590
2.99,2017,"SmiteWorks USA, LLC",576580
4.99,2017,Polygma Studio,600740
1.99,2017,ReverseImpact,583490
19.99,2014,HeR Interactive,572720
9.99,2017,Exe Create Inc.,522530
7.99,2017,Andrew Ryan Henke,553760
4.99,2017,Andrew Ryan Henke,573190
4.99,2017,Lukas Jaeckel,562460
0.0,2017,AlternativaPlatform,562010
14.99,2017,"Wannes Vanoyenbrugge,Jorn Segers",597910
1.99,2017,Néo-Riki Games,591350
1.99,2017,Nerf Game Co. Ltd.,572530
9.99,2017,"SmiteWorks USA, LLC",599860
3.99,2016,Dagestan Technology,454930
0.0,2017,AMPLITUDE Studios,600560
5.99,2017,Mastfire Studios Pty Ltd,594184
9.99,2017,Gigantoraptor Games,568920
7.99,2017,OmniStorm Gaming,596530
2.99,2017,Bad Coffee Games,600530
17.99,2017,Route 66 Games,556840
0.99,2017,James Thorley,577100
0.0,0,Sharpless512,554720
5.99,2017,WildLabs,588750
0.0,2017,Campus ADN 2015-2016,542850
2.99,2017,Nathan Boler,598540
9.99,2017,No Code,558420
9.99,2017,Orneon Limited,595650
5.99,2017,Milestone S.r.l.,515150
6.99,2017,"Secret Sorcery Limited,Kenneth C M Young",589310
2.99,2017,Atum Software,581100
5.99,2017,Reiza Studios,599810
0.99,2017,Jason Lovett,595460
0.0,2017,Anton Riot,598290
2.99,2017,Icy Studios,581800
1.99,2017,DGames,601280
7.99,2017,LAB132,513300
2.99,2017,Brandon Serowski,551650
9.99,2017,BottleCube inc.,598670
2.99,2017,Endi Milojkoski,593040
19.99,2017,Conatus Creative Inc.,422810
0.99,2017,DGames,600450
14.99,2017,"KADOKAWA,Yoji Ojima,Hiroki Kikuta",599440
0.0,2017,Retora Game Studios LLC,530340
14.99,2017,"KADOKAWA,Yoji Ojima,Hiroki Kikuta",599441
6.99,2017,Fabricated Reality Software,509130
19.99,2017,"SmileBoom Co.Ltd.,Team GrisGris",588570
34.99,2017,BitterSweet Entertainment Inc.,597660
3.99,2017,Narrator,584690
44.99,2016,inXile Entertainment,272270
1.99,2017,Mark Sowders,592040
1.99,2017,Pixel Gangsta Studio,596120
0.0,2017,StormBrewers,408030
2.99,2017,Petite Games,449160
2.99,2017,Vyacheslav Shilikhin,596690
1.99,2017,Warfare Studios,597810
34.99,2017,propeller,549850
0.0,2017,Ebullience Games,588010
54.99,2016,Incline Software,443320
4.99,2017,Tiny Warrior Games,568490
7.99,2017,Render System,580820
19.99,2017,Armstrong Powerhouse,448188
7.99,2017,Sundae Month,524250
9.99,2017,MixedBag Srl,510240
11.99,2017,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",413370
3.99,2017,Sylvain Seccia,513550
7.99,2017,Playsport Games,559430
0.0,2017,Playsport Games,568380
3.99,2017,Choice of Games,594660
2.99,2017,Parta Games Oy,554330
4.99,2017,"Bat Country Games, LLC",589600
9.99,2017,"Bat Country Games, LLC",503550
14.99,2017,Something Classic Games LLC,506510
0.0,2017,Silden,537230
0.99,2017,Sin datos,596170
1.99,2017,Svantech Studios,527240
9.99,2017,Eipix Entertainment,601420
5.99,2017,CREATIV GAME DEVELOPER LLC.,598240
2.99,2016,KINGS GUARD GAMES,600690
7.99,2017,Mgaia Studio,589300
3.99,2017,Jutsu Games,580730
9.99,2017,"Mindware Co.,Ltd.",575810
0.0,2017,Dmitry Medvedev,520860
4.99,2017,Matrix Trains,295208
4.99,2017,Matrix Trains,448200
4.99,2017,Matrix Trains,295209
10.99,2017,Toposim,556224
7.99,2017,Redblack Spade,476020
4.99,2017,Redblack Spade,594100
0.99,2017,Redblack Spade,594060
2.99,2017,GameWriterStudio,590870
9.99,2017,Blam! Games,593720
6.99,2017,SimpleGhost,538840
0.99,2017,kChamp Games,412620
4.99,2017,"Firaxis,Aspyr (Mac, Linux)",512034
3.99,2017,OverjoyedGameDevs,577380
9.99,2017,Maple Flag,555530
2.99,2017,Afterthought Studios,588050
14.99,2017,Downward Viral,430930
9.99,2017,Wispfire,380810
4.99,2017,Downpour Studios,567430
2.99,2017,Play Spirit Limited,590400
0.99,2017,Angel Carriola,595640
6.99,1999,"Criterion Games,Throwback Entertainment Inc.",588490
0.0,1999,Throwback Entertainment,596160
4.99,2017,"SmiteWorks USA, LLC",587700
4.99,2017,"SmiteWorks USA, LLC",590650
5.99,2017,"SmiteWorks USA, LLC",589090
4.99,2017,"SmiteWorks USA, LLC",593420
2.99,2017,"SmiteWorks USA, LLC",597940
4.99,2017,"SmiteWorks USA, LLC",597930
0.99,2017,Shindenken,584600
14.99,2017,"CAPCOM Co., Ltd.",530610
8.99,2017,"SmiteWorks USA, LLC",595050
9.99,2017,Tri-Coastal Games,516580
2.99,2017,ThinkOfGames,596590
4.99,2017,Ryan Jensen,585750
0.99,2017,Taste Games,593480
1.99,2017,Kool2Play,589260
2.99,2017,Uncle Frost Team,496690
0.0,2017,Petroglyph,594960
8.99,2017,Jeroen Wimmers,460250
0.99,2017,Displacement Studios,576660
14.99,2017,Longbow Games,502010
8.99,2017,lingtanstudio,491420
1.99,2016,zov game stuido,591060
2.99,2016,zov game stuido,591061
3.99,2016,zov game stuido,591062
4.99,2016,zov game stuido,591063
0.99,2017,zov game stuido,591050
9.99,2017,ERS G Studios,586740
0.99,2017,ZOV GAME STUDIO,586060
0.99,2016,Royal Tea Time Studio,589410
1.99,2017,Peak Angle Team,591890
5.99,2016,StudioGIW,581210
3.99,2016,StudioGIW,584060
4.99,2017,Berserk Games,468722
14.99,2017,STICLI Games,584280
9.99,2017,"CFK Co., Ltd.",583040
6.99,2017,Orfeas Game Studio,567340
2.66,2017,Esdeer,566790
0.0,2017,BetaShark LLC,596470
14.99,2017,MindWalker Games,388910
0.0,2017,Zetsubou,463020
2.99,2017,"Brilliant Blue-G, LLC",348800
9.99,2017,Sanuk Games,539280
9.99,2017,Sanuk Games,539270
9.99,2017,Sanuk Games,539300
9.99,2017,Sanuk Games,539290
6.99,2017,"Vladimir Beletsky,Mikhail Shvachko",574310
1.99,2017,bch waves studio,589390
2.99,2017,"Vladimir Beletsky,Mikhail Shvachko",579890
2.99,2017,"Stardock Entertainment,Oxide Games",520645
1.99,2017,Duck,575840
0.99,2017,SharkGame,574850
2.99,2017,SmartHart Games,585220
14.99,2017,C.I.N.I.C. Games,497730
0.99,2017,RepkaTechStudio,591950
2.99,2017,Carnivore Games,585590
0.0,2017,Allegorithmic,449380
0.99,2017,Monkeys Tales Studio,587070
9.99,2017,Sacada,573060
0.0,2017,@YearOfTheBob,590770
0.99,2017,Artem Bondin,548480
5.99,2017,Tonguç Bodur,581370
29.99,2017,Individual Software,588720
0.0,2017,JoongWon Games,390100
9.99,2017,Heatbox Games,501270
0.0,2017,Sparkypants Studios LLC,572520
0.0,2015,Panther Games,521800
0.0,2017,Milestone S.r.l.,571730
4.99,2017,GSC Game World,586910
9.99,2017,Harmonious Games,489110
29.99,2015,Panther Games,524176
4.99,2017,"Pyramid,Chara-Ani,G.rev Ltd.",572380
4.99,2017,"Pyramid,Chara-Ani,G.rev Ltd.",572381
4.99,2017,"Pyramid,Chara-Ani,G.rev Ltd.",572382
4.99,2017,Motoda Media,587690
1.99,2017,JDRumble,581600
34.99,2015,Panther Games,524175
0.0,2017,GameTop.com,589160
29.99,2015,Panther Games,524173
29.99,2015,Panther Games,524174
29.99,2015,Panther Games,524171
29.99,2015,Panther Games,524170
34.99,2015,Panther Games,524172
19.99,2017,Carenado,500233
29.99,2017,ARTDINK,532690
0.99,2017,Dr_Crewcut,588970
9.99,2017,Full Metal Jacket Games,569500
0.99,2017,Just1337 Studio,586960
1.99,2017,Hoplon,587414
14.99,2017,Daylight Studios,505730
14.99,2017,Giants Software,570220
4.99,2017,Ubisoft Montreal,584240
4.99,2017,Ubisoft Montreal,586420
0.0,2017,BANDAI NAMCO Studios Inc.,565240
6.99,2017,BANDAI NAMCO Studios Inc.,528051
6.99,2017,BANDAI NAMCO Studios Inc.,528053
9.99,2017,Nafanya interactive,592490
9.99,2017,"The Chinese Room,Robert Briscoe",520720
13.99,2017,Ubisoft - San Francisco,509724
2.99,2017,Ubisoft - San Francisco,509722
2.99,2017,Ubisoft - San Francisco,509723
2.99,2017,Ubisoft - San Francisco,509720
6.99,2017,Afterthought Studios,563520
1.99,2017,Slight Super Powers,587480
0.99,2017,Nuked Games,562760
5.99,2017,Afterthought Studios,581830
0.0,2017,Paradox Development Studio,592800
8.99,2017,Afterthought Studios,581831
5.99,2017,"Siddhartha Barnhoorn,Vivid Helix",590350
9.99,2017,Vivid Helix,448800
19.99,2014,HeR Interactive,572710
9.99,2017,Panoramik Inc,593360
24.99,2017,"SmiteWorks USA, LLC",589790
7.99,2017,"SmiteWorks USA, LLC",590630
5.99,2017,"SmiteWorks USA, LLC",592110
9.99,2017,"SmiteWorks USA, LLC",593130
2.99,2017,"SmiteWorks USA, LLC",590760
8.99,2017,"SmiteWorks USA, LLC",593390
2.99,2017,"SmiteWorks USA, LLC",593450
1.99,2017,Skylar Stickley,590290
4.99,2017,Warfare Studios,362150
19.99,2017,Saber Interactive,488690
34.99,2017,Rebellion,474740
19.99,2017,"Team NINJA,KOEI TECMO GAMES CO., LTD.",587170
3.99,2017,RagTagRadical,502700
4.99,2017,Polymorphic Games,572020
0.99,2017,"ST. TAIKU,KITATUS",529760
9.99,1995,Cryo Interactive,579980
7.99,2017,Eclipse Games,586430
13.99,2017,Strong Cube,587390
9.99,2017,800 North,242610
4.99,2017,Bits &amp; Beasts,593140
79.99,2017,Hoplon,587410
39.99,2017,Hoplon,587411
9.99,2017,Eagle Dynamics SA,555532
19.99,2017,Hoplon,587412
4.99,2017,Petroglyph,586040
39.99,2017,MekTek Studios,416020
1.99,2017,Almighty Games,581970
39.99,2017,Daybreak Game Company,557020
0.99,2017,Konstructors Entertainment,585950
3.99,2017,Zealwind,575360
9.99,2017,oddByte,492410
0.99,2017,Chris_Antoni,535330
3.99,2017,bocoboc,576060
4.99,2017,Raconteur Games,591520
4.99,2017,Nawia Games,576980
4.99,2017,Alexander Benedict,578740
3.99,2017,"Mahhaon Horror, Sun Pixel",586540
3.99,2017,SimProse Studios,578830
0.99,2017,Dead Drop Studios LLC,593503
0.99,2017,Dead Drop Studios LLC,593502
29.99,2010,Individual Software,461550
0.99,2017,Dead Drop Studios LLC,593501
6.99,2017,BadgerHammer,571330
2.99,2017,Time Gap Studio,553180
0.99,2017,Dead Drop Studios LLC,593500
1.99,2017,Aéronie,525070
14.99,2017,Virtual Racing Industries Ltd.,574671
7.99,2017,Virtual Racing Industries Ltd.,574675
14.99,2017,Virtual Racing Industries Ltd.,574670
9.99,2017,Play Spirit Limited,540860
6.99,2017,DL Softworks,577404
1.99,2017,D247 Games,485830
16.99,2017,Fishing Planet LLC,496439
9.99,2017,Brave Giant LTD,558790
24.99,2017,Jujubee S.A.,553260
14.99,2017,Culture Shock Games LLC,414330
9.99,2017,Benjamin Rivers Inc.,564940
4.99,2017,"Benjamin Rivers Inc.,Ivor Stines",583260
0.0,2017,OVERKILL - a Starbreeze Studio.,591710
0.99,2017,SUMCOM,587210
4.99,2017,Slashware Interactive,372080
2.99,2017,ColtGames,560180
1.99,2017,Mattis Folkestad,579960
3.99,2017,WnMStudio,581060
9.99,2017,"SmiteWorks USA, LLC",585110
19.99,2010,Individual Software,461540
5.99,2017,Grand Cauldron,586230
19.99,2017,DarkTigerDevelop,385130
19.99,2017,Carenado,500234
0.99,2017,WeirdBeard,570361
2.99,2017,Léo-Games,586340
14.99,2017,Stormcloud Games,489260
14.99,2011,Strategic Designs Ltd.,586460
0.0,2017,Pixeljam,401800
2.99,2017,GoingForwardTeam,586530
3.99,2017,Eastshade Studios LLC,585840
4.99,2017,Mohawk Games,553160
0.0,2017,Kyy Games,562540
9.99,2017,Elefun,586710
9.99,2017,HexWar Games,515980
14.99,2017,Sombr Studio,375750
9.99,2017,Ian Campbell,396350
0.99,2017,PixelMouse,585690
2.99,2017,Pentagrammical Justice,555430
0.0,2017,Pentagrammical Justice,565400
1.99,2017,Pentagrammical Justice,564870
19.99,2017,HypeTrain Digital,526160
0.99,2017,Pentagrammical Justice,566300
4.99,2017,HypeTrain Digital,590360
0.0,2017,Eastshade Studios LLC,587660
2.99,2017,BekkerDev Studio,588100
0.0,0,Sköll Studio,574590
29.99,2017,N3V Games,537080
5.99,1997,LucasArts,560170
9.99,2017,Deli Interactive LLC,307110
0.99,2017,Camagames,586620
19.99,2017,Dragon Slumber,466160
29.99,2017,Lached Up Games,416360
4.99,2017,Atapki,546460
29.99,2017,"Visual Concepts,Yuke's Co., LTD",579410
49.99,2017,"Visual Concepts,Yuke's Co., LTD",510510
0.0,2017,"AN Productions,Poxpower",564710
1.99,2017,phime studio LLC,563150
0.0,2017,Woodsy Studio,585990
9.99,2017,Bryan Gale,381890
1.99,2017,Woodsy Studio,589330
5.99,2017,ION LANDS,579730
19.99,2017,ION LANDS,431650
14.99,2017,Splashteam,446840
3.99,2017,Splashteam,584120
2.99,2017,Ubisoft - San Francisco,509714
7.99,2017,Ubisoft - San Francisco,509717
3.99,2017,Minor Key Games,574320
29.99,2017,"KOEI TECMO GAMES CO., LTD.",527280
9.99,2017,Minor Key Games,332270
9.99,2017,HyperReuts,510840
9.99,1997,Unique Development Studios AB,577990
9.99,2017,Boomzap Entertainment,586700
4.99,2017,"Visual Concepts,Yuke's Co., LTD",570170
9.99,2017,"Visual Concepts,Yuke's Co., LTD",570160
9.99,2017,"Visual Concepts,Yuke's Co., LTD",570180
8.99,2017,"Visual Concepts,Yuke's Co., LTD",570181
8.99,2017,"Visual Concepts,Yuke's Co., LTD",570200
0.0,2017,Bethesda Game Studios,540810
3.99,2017,"Visual Concepts,Yuke's Co., LTD",570190
3.99,2017,Warlock Arts,589230
19.99,2017,GAME FREAK inc.,454410
4.99,2017,GAME FREAK inc.,586900
4.99,2017,UroboroStudio,562090
0.0,2017,ebi-hime,585880
0.99,2017,Vogelfänger,576810
9.99,2017,"Diabolical Mind,Daniel Fernandez Chavez",573780
14.99,2017,Reversed Interactive,573370
19.99,2016,Individual Software,461530
4.99,2017,"Whim Independent Studios, LLC",578890
0.99,2017,Dead Drop Studios LLC,589610
0.99,2017,Dead Drop Studios LLC,590162
0.99,2017,Dead Drop Studios LLC,590160
14.99,2017,Deep Shadows,547930
9.99,2017,Mugle Studio,576390
9.99,2017,Foremost Games,587010
19.99,2017,Just Flight,536579
0.99,2017,Dead Drop Studios LLC,590161
6.99,2015,Space Monkey International,586930
4.99,2017,Borderline Inappropriate Game Studios Ltd,402910
0.99,2017,Just1337 Studio,588790
0.99,2017,Just1337 Studio,588830
0.99,2017,Just1337 Studio,588840
0.99,2017,HateBit,586500
9.99,2017,Grimnir Media,513890
3.99,2017,ClickGames,562490
0.99,2017,Uruca Game Studio,575580
3.99,2013,Skywind Games,560720
9.99,2013,Alawar Five-BN,560760
3.99,2014,Game Cartel,560740
3.99,2014,Happy Artist Games,560730
3.99,2016,Alawar Stargaze,560750
1.99,2017,"V34D4R,Egor Magurin",581640
3.99,2013,Happy Artist,560820
24.99,2017,"Gothic Labs,The Lordz Games Studio",312430
1.99,2017,ColloseusX,576470
0.99,2017,ColloseusX,576530
24.99,2016,U-Play Online,428690
0.99,2017,ColloseusX,576520
19.99,2017,Arachnid Games,446790
9.99,2017,Elden Pixels,549260
0.99,2017,Arachnid Games,577610
9.99,2006,N-Fusion Interactive,514140
5.99,2017,Arachnid Games,577600
0.99,2017,Arachnid Games,578030
0.99,2017,Arachnid Games,578020
1.99,2017,Arachnid Games,578380
0.99,2017,Pokshevanov Pavel,587050
4.99,2016,Dosane Games,502070
11.99,2017,Gear Worx Productions,581590
0.0,0,Insanity Games,543560
5.99,2017,Milestone S.r.l.,515140
0.99,2017,Dima Kiva,581840
6.99,2017,Evgiz,568400
0.99,2017,Ilya Gubin,525290
1.99,2017,Mirador Studio,587770
2.99,2017,"Bibiki,Evgiz",579860
4.99,2017,Team Grybanser Fox,509780
0.0,2017,André Bertaglia,584820
4.99,2017,Nomad Games,525520
8.99,2017,"StarSystemStudios™,Jaryd Brad Spann",575740
0.0,2017,Holyday Studios,557400
9.99,2017,Boomzap Entertainment,586680
0.99,2017,Black Whale Studios,587590
14.99,2017,PolyKid,401810
9.99,2017,HexWar Games,540230
2.99,2017,"SmiteWorks USA, LLC",575240
4.99,2017,"SmiteWorks USA, LLC",587640
9.99,2017,"SmiteWorks USA, LLC",588510
6.99,2017,"SmiteWorks USA, LLC",589130
4.99,2017,Karabas_Studio,579330
0.0,2017,GamestormVR,567970
4.99,2017,PolyKid,587990
0.99,2017,Orange_Juice,583640
10.99,2017,Terapoly,439340
4.99,2017,My Dog Zorro,587910
1.99,2017,BagelMaster5000,582350
0.99,2017,Red Triangle Games,574690
0.0,2017,TeamTop Games,562840
9.99,2017,Scott Richey,496820
2.99,2017,Windybeard,566010
15.99,2017,CyberLight,509980
3.99,2017,PixelTrip Studios,577700
4.99,2017,Musopia,563289
0.99,2017,Vyacheslav Notbad,582580
14.99,2017,Vindit,432890
9.99,2017,High Iron Simulations,500210
0.0,2017,BlackSpot Entertainment,436520
0.99,2017,Zeiva Inc,585160
1.99,2017,"Andrew ""Versus"" Larionov",556120
7.99,2017,Ubisoft Montreal,568980
9.99,2017,Ubisoft,581400
6.99,2017,Radical Phi,573290
9.99,2017,Radical Phi,571880
0.99,2017,Arctic Bird Studio,569840
0.99,2017,Gestmorph Games,585770
0.99,2017,Tero Lunkka,585560
0.0,2017,BANDAI NAMCO Studios Inc.,565220
11.99,2017,BANDAI NAMCO Studios Inc.,528050
1.99,2017,Blaze Epic,586450
1.99,2017,Parovoz Animation Studio,586220
0.99,2017,"DrinkingNails, LLC",575590
1.99,2017,Improx Games,574880
0.99,2017,One Bit Studio,576160
4.99,2017,"Nippon Ichi Software, Inc.",506460
0.0,2017,Quiet River,584770
9.99,2017,Blam! Games,580480
0.0,2017,"Quicksilver Software, Inc.",528450
0.0,2017,"Tyler Rogers,David Colson",341890
19.99,2017,"Nippon Ichi Software, Inc.",495280
14.99,2017,Sin datos,571610
4.99,2017,Nighthood Games,585740
4.99,2017,Yakiniku Banzai,578560
2.99,2017,ThinkOfGames,575680
0.99,2017,SC Jogos,585830
4.99,2017,RodeoNET,586570
6.99,2017,Arc System Works,528610
2.99,2017,Falling Star Studio,481600
6.99,2017,Sleepy Duck,554600
19.99,2016,Solid Eight Studios,586560
2.99,2017,Sleepy Duck,575500
2.99,2017,Sleepy Duck,575501
9.99,2017,My Dog Zorro,469790
30.0,2017,Funcom,577840
29.99,2017,Funcom,440900
1.99,2017,Spectrum Games,581430
0.99,2017,Belarus Games,581610
2.99,2017,Interactive Gaming Studios,573530
9.99,2017,Winged Cloud,575510
7.99,2017,BrainGoodGames,577490
0.99,2017,Manic Mind Game Lab,585780
19.99,2017,Snowbird Games,477730
0.99,2017,Rafael Farias,572010
1.99,2017,Felix Nickles,581890
5.99,2017,Dragon's Games,426210
0.99,2017,Sin datos,586090
9.99,2017,Salmi Games,514620
2.99,2017,Reb_Orn,584760
29.99,2017,"CAPCOM Co., Ltd.",540340
9.99,2017,Frontwing,562480
9.99,2017,Milestone S.r.l.,505120
1.99,2017,StarworkGC,584700
8.99,2016,"Yustas Game Studio,Alawar Entertainment",572570
8.99,2016,"New Bridge Games,Alawar Entertainment",572580
3.99,2017,JMJ Interactive,571580
2.99,2017,Jake Tucker,582840
4.99,2017,JMJ Interactive,565660
4.99,2017,Brain Seal Ltd,584180
5.99,2017,Paradox Development Studio,584141
5.99,2017,Ethereal Darkness Interactive,561480
4.99,2017,Morgondag,434310
2.99,2017,Morgondag,503660
14.99,2017,Just Flight,536577
2.99,2017,Accidental Queens,580700
2.99,2017,Accidental Queens,523210
9.99,2017,Rebelephant,579100
0.0,2017,Rebelephant,585130
6.99,2017,Led,537380
9.99,2017,Druid Gameworks Studio LLC,573010
0.99,2017,Just1337 Studio,583760
12.99,2017,"KOEI TECMO GAMES CO., LTD.",521690
6.99,2017,Druid Gameworks Studio LLC,554570
12.99,2017,"KOEI TECMO GAMES CO., LTD.",521650
12.99,2017,"KOEI TECMO GAMES CO., LTD.",521660
0.0,0,Rendal Studio,341050
0.0,0,Net Dragon,534820
17.99,2017,Boxelware,445220
14.99,2017,StarBlade,448290
1.99,2017,Goblinz Studio,581950
19.99,2017,The Dragonloft,540690
4.99,2017,"SmiteWorks USA, LLC",581390
4.99,2017,"SmiteWorks USA, LLC",583230
4.99,2017,"SmiteWorks USA, LLC",582650
7.99,2017,Musopia,563287
3.99,2017,"Atomic Fabrik,Cristian Manolachi",581030
1.99,2017,"VI GAMES LLC,Ivan Buderkrvych",570380
9.99,2017,Alberto Santiago,425450
9.99,2017,INSIDE SYSTEM,555580
9.99,2017,INSIDE SYSTEM,556460
6.99,2017,Pandorica,518130
0.0,2017,Pixeltales.ru,377150
4.99,2017,"Pyramid,Chara-Ani,G.rev Ltd.",540681
4.99,2016,"Pyramid,Chara-Ani,G.rev Ltd.",540682
4.99,2017,"Pyramid,Chara-Ani,G.rev Ltd.",540680
0.0,2017,Ran,581650
3.99,2017,Blueberry Studio,564720
0.99,2017,Mihai Morosanu,579150
9.99,2017,Cobra Mobile,541240
5.99,2017,VitaliZelenyuk,551550
6.99,2017,DarkDes Labs,536450
0.0,2017,Oryzhon Studios,582090
2.99,2017,Rafael Senne,461390
4.99,2017,3DDUO,556990
0.99,2017,SharF Co.,576050
3.99,2017,On the Level Game Studios,439530
0.99,2017,"Coldwild Games,Vladimir Slav,Helen Nazarenko",554150
5.99,2017,Warped Tales,552350
0.99,2017,SCS Software,558241
0.99,2017,SCS Software,558242
0.99,2017,Maximus.ez,582430
29.99,2017,Reborn Games,352550
0.99,2017,Willz,566670
9.99,2017,Daily Magic Productions,569270
11.99,2017,10x10 Room,333990
3.99,2017,Hosted Games,565980
0.99,2017,"Evan Hatampour,K.Song Tan,Anton Kagounkin Magdalina,Stuart Hwang,Mike VanPeursem",578350
4.99,2017,89AM Studio,402220
14.99,2017,Eversim,582150
4.99,2017,Cardboard Keep,578430
14.99,2017,Toposim,536548
19.99,2017,Toposim,536547
0.99,2017,Indie Games Studio,575750
29.99,2017,Straylight Entertainment,502370
5.99,2017,Great War Team,550540
12.99,2017,Dovetail Games,536576
39.99,2017,G-TraX,376979
4.99,2017,Graphite Lab,582930
9.99,2017,Daily Magic Productions,578360
2.99,2017,Studio48,581820
19.99,2017,Graphite Lab,295670
3.99,2017,"Motus,EHTechnology",581470
7.99,2017,Argali Entertainment,575960
39.99,2017,Individual Software,377030
14.99,2017,"KADOKAWA,Yoji Ojima",580051
39.99,2017,Individual Software,377010
2.99,2017,Blazing Planet Studio,552390
7.99,2017,Musopia,563288
0.0,2017,Ubisoft Entertainment,571810
1.99,2016,Slash Star Studios,550890
4.99,2015,10tons Ltd,567660
19.99,2017,TinyMob Games,555010
12.99,2017,Twistplay,388960
0.99,2017,ElZzap Software,557970
9.99,2017,QuadraTron Games,505290
7.99,2017,Ubisoft Montreal,568970
9.99,2017,Scary Wizard Games,573300
9.99,2017,Dead Drop Studios LLC,514990
4.99,2017,Fred Wood,578930
2.99,2017,Ubisoft - San Francisco,509699
11.99,2017,Ubisoft - San Francisco,509704
2.99,2017,Ubisoft - San Francisco,509701
2.99,2017,Ubisoft - San Francisco,509700
49.99,2017,Big Ant Studios,464850
0.0,2017,Manic Mind Game Lab,582250
0.99,2017,Green Dinosaur Games,516480
5.99,2017,Owlbear,380860
19.99,2017,"Team NINJA,KOEI TECMO GAMES CO., LTD.",572030
9.99,2017,Blue Tea Games,578320
0.0,0,Good Games,563730
9.99,2017,Super Squared,576280
3.99,2017,Digitized Organism,555890
14.99,2017,Atelier Melon-Kissa,477720
4.99,2017,Frozen Flame,579920
